id,start_time_min,start_time_max,duration_min,duration_max
1,0.167361111111111,0.168055555555556,1,1
2,0.16875,0.169444444444444,1,1
3,0.170138888888889,0.170833333333333,1,1
4,0.171527777777778,0.172222222222222,1,1
5,0.172916666666667,0.173611111111111,1,1
6,0.174305555555556,0.175,1,1
7,0.175694444444444,0.176388888888889,1,1
8,0.177083333333333,0.177777777777778,1,1
9,0.178472222222222,0.179166666666667,1,1
10,0.179861111111111,0.180555555555556,1,1
11,0.18125,0.181944444444444,1,1
12,0.182638888888889,0.183333333333333,1,1
13,0.184027777777778,0.184722222222222,1,1
14,0.185416666666667,0.186111111111111,1,1
15,0.186805555555556,0.1875,1,1
16,0.188194444444444,0.188888888888889,1,1
17,0.189583333333333,0.190277777777778,1,1
18,0.190972222222222,0.191666666666667,1,1
19,0.192361111111111,0.193055555555556,1,1
20,0.19375,0.194444444444444,1,1
21,0.195138888888889,0.195833333333333,1,1
22,0.196527777777778,0.197222222222222,1,1
23,0.197916666666667,0.198611111111111,1,1
24,0.199305555555556,0.2,1,1
25,0.200694444444444,0.201388888888889,1,1
26,0.202083333333333,0.202777777777778,1,1
27,0.203472222222222,0.204166666666667,1,1
28,0.204861111111111,0.205555555555556,1,1
29,0.20625,0.206944444444444,1,1
30,0.207638888888889,0.208333333333333,1,1
31,0.209027777777778,0.209722222222222,1,1
32,0.210416666666667,0.211111111111111,1,1
33,0.211805555555556,0.2125,1,1
34,0.213194444444444,0.213888888888889,1,1
35,0.214583333333333,0.215277777777778,1,1
36,0.215972222222222,0.216666666666667,1,1
37,0.217361111111111,0.218055555555556,1,1
38,0.21875,0.219444444444444,1,1
39,0.220138888888889,0.220833333333333,1,1
40,0.221527777777778,0.222222222222222,1,1
41,0.222916666666667,0.223611111111111,1,1
42,0.224305555555556,0.225,1,1
43,0.225694444444444,0.226388888888889,1,1
44,0.227083333333333,0.227777777777778,1,1
45,0.228472222222222,0.229166666666667,1,1
46,0.229861111111111,0.230555555555556,1,1
47,0.23125,0.231944444444444,1,1
48,0.232638888888889,0.233333333333333,1,1
49,0.234027777777778,0.234722222222222,1,1
50,0.235416666666667,0.236111111111111,1,1
51,0.236805555555556,0.2375,1,1
52,0.238194444444444,0.238888888888889,1,1
53,0.239583333333333,0.240277777777778,1,1
54,0.240972222222222,0.241666666666667,1,1
55,0.242361111111111,0.243055555555556,1,1
56,0.24375,0.244444444444444,1,1
57,0.245138888888889,0.245833333333333,1,1
58,0.246527777777778,0.247222222222222,1,1
59,0.247916666666667,0.248611111111111,1,1
60,0.249305555555556,0.25,1,1
61,0.250694444444444,0.251388888888889,1,1
62,0.252083333333333,0.252777777777778,1,1
63,0.253472222222222,0.254166666666667,1,1
64,0.254861111111111,0.255555555555556,1,1
65,0.25625,0.256944444444444,1,1
66,0.257638888888889,0.258333333333333,1,1
67,0.259027777777778,0.259722222222222,1,1
68,0.260416666666667,0.261111111111111,1,1
69,0.261805555555556,0.2625,1,1
70,0.263194444444444,0.263888888888889,1,1
71,0.264583333333333,0.265277777777778,1,1
72,0.265972222222222,0.266666666666667,1,1
73,0.267361111111111,0.268055555555556,1,1
74,0.26875,0.269444444444444,1,1
75,0.270138888888889,0.270833333333333,1,1
76,0.271527777777778,0.272222222222222,1,1
77,0.272916666666667,0.273611111111111,1,1
78,0.274305555555556,0.275,1,1
79,0.275694444444444,0.276388888888889,1,1
80,0.277083333333333,0.277777777777778,1,1
